Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
05/05/2020,EQ,27.4,27.65,26.5,27.05,26.7,26.6,26.86,174.25,5.65,16870245,453214467.1,83154
04/05/2020,EQ,27.5,27.65,26.6,27.9,27.1,27.05,27.06,174.25,5.65,22743110,615361486.8,96193
30/04/2020,EQ,28.7,28.95,27.7,28.05,27.85,27.9,28.37,213.5,5.65,32094929,910398761.3,106821
29/04/2020,EQ,27,29.35,26.6,27.25,28.3,28.05,28.23,213.5,5.65,42492004,1199646780,145468
28/04/2020,EQ,27.25,27.8,26.85,27.05,27.25,27.25,27.26,213.5,5.65,18704468,509967892.6,65001
27/04/2020,EQ,26.8,27.7,25.9,26.6,27,27.05,26.84,213.5,5.65,32510645,872561219.6,126513
24/04/2020,EQ,28.05,28.15,26.3,28.3,26.75,26.6,26.95,254.4,5.65,34135568,920113042.9,123302
23/04/2020,EQ,29.6,29.9,27.85,29.6,28.3,28.3,28.92,254.4,5.65,33488476,968589674.7,145896
22/04/2020,EQ,29,30.3,28.8,29.65,29.6,29.6,29.48,254.4,5.65,35026262,1032738107,156808
21/04/2020,EQ,29.4,30.45,27.55,29.45,29.55,29.65,29.48,254.4,5.65,76224557,2247227870,239510
20/04/2020,EQ,25.6,30.1,25.1,25.1,29.75,29.45,28.7,254.4,5.65,114977373,3300280513,332695
17/04/2020,EQ,25.1,25.5,24.7,24.6,25.1,25.1,25.03,269.9,5.65,26605391,665929032.1,137991
16/04/2020,EQ,24.3,24.95,24.05,24.5,24.7,24.6,24.56,269.9,5.65,18765964,460804555,127321
15/04/2020,EQ,24.1,25.95,23.85,24.1,24.65,24.5,24.85,269.9,5.65,39619400,984499253.7,152405
13/04/2020,EQ,25,25,23.55,24.9,24.15,24.1,24.08,269.9,5.65,26107072,628773400.9,135252
09/04/2020,EQ,25,25.3,24.5,24.75,24.95,24.9,24.94,275.45,5.65,26334529,656831381.9,122722
08/04/2020,EQ,24.5,25.5,23.3,24.55,24.85,24.75,24.76,275.45,5.65,37250348,922218372.4,182575
07/04/2020,EQ,25.4,25.4,23.8,24.1,24.6,24.55,24.41,275.45,5.65,35071970,856207341.5,171680
03/04/2020,EQ,24.5,24.95,22.8,23.95,24.2,24.1,24.03,286,5.65,45326980,1089410669,169289
01/04/2020,EQ,22,24.65,20.25,22.45,24,23.95,23.28,286,5.65,90387201,2103790054,272183
31/03/2020,EQ,25.55,25.55,22.05,24.9,22.3,22.45,22.99,286,5.65,75272601,1730516742,278607
30/03/2020,EQ,27.65,27.7,24.55,26.35,24.9,24.9,25.09,286,5.65,54983098,1379309890,211710
27/03/2020,EQ,29.05,33.25,26,26.6,26.65,26.35,28.29,286,5.65,118572207,3354572822,529306
26/03/2020,EQ,29.35,31,25.2,29.6,25.2,26.6,28.56,286,5.65,119575530,3415465247,426188
25/03/2020,EQ,35.3,35.5,28.5,35,29.45,29.6,30.54,286,5.65,95160537,2905951409,320674
24/03/2020,EQ,43.65,43.7,34.55,39.75,35.2,35,36.72,286,5.65,79664287,2925534355,306641
23/03/2020,EQ,41.3,49.5,39.25,45.85,39.65,39.75,43.95,286,5.65,93894255,4127009953,338588
20/03/2020,EQ,59.2,67.3,41.25,53.85,45.95,45.85,50.37,286,5.65,118192981,5953098941,506135
19/03/2020,EQ,61.65,61.8,42.8,60.45,53.6,53.85,52.35,286,5.65,147327988,7712115651,683223
18/03/2020,EQ,64.5,87.3,49.9,58.65,61.65,60.45,68.52,286,5.65,364152383,24950278857,1477010
17/03/2020,EQ,40.8,64.9,40.8,37.1,59.1,58.65,55.38,286,5.65,223463025,12376139126,784729
16/03/2020,EQ,26.7,40.4,26.05,25.55,37.05,37.1,35.96,286,5.65,166521851,5988013737,550545
13/03/2020,EQ,22.55,27.7,21.35,25.05,25.5,25.55,25.42,286,5.65,276663954,7033176561,466852
12/03/2020,EQ,28.7,28.7,17.45,28.8,25.05,25.05,25.18,286,5.65,337812521,8507438081,610137
11/03/2020,EQ,23.35,29.6,23.35,21.25,29.05,28.8,27.31,286,5.65,413676527,11296048427,680533
09/03/2020,EQ,17,22.8,16.2,16.15,21.35,21.25,20.24,286,5.65,727571816,14724650070,1070599
06/03/2020,EQ,33.15,33.15,5.65,36.8,16.6,16.15,14.75,286,5.65,1264917719,18659965778,1657599
05/03/2020,EQ,29.4,37.85,28,29.3,37.2,36.8,34.82,286,28,784703310,27321714942,1215263
04/03/2020,EQ,31.5,31.7,28.7,31.2,29.3,29.3,29.77,286,28.7,202851281,6039624533,311010
03/03/2020,EQ,32.45,33.3,30.5,31.55,31.4,31.2,31.78,286,29,164268356,5220185379,243059
02/03/2020,EQ,35.2,35.55,29.8,34.6,32.3,31.55,33.65,286,29,127750922,4298331619,213681
28/02/2020,EQ,35.15,35.85,34.3,36.8,34.35,34.6,34.93,286,29,141720001,4950341428,210153
27/02/2020,EQ,37.3,37.95,36,36.55,36.45,36.8,37.25,286,29,164315370,6120204093,239935
26/02/2020,EQ,34.9,37.05,34.45,35.15,36.9,36.55,35.99,286,29,149229469,5371119345,237216
25/02/2020,EQ,35.25,36,34.75,34.95,35.1,35.15,35.23,286,29,88184594,3107120237,150768
24/02/2020,EQ,35.5,35.9,34.15,35.45,35.2,34.95,35.12,286,29,105851722,3717053837,180344
20/02/2020,EQ,35.3,36.5,34.65,35.3,35.55,35.45,35.82,286,29,119436898,4278489956,212172
19/02/2020,EQ,34,36.2,33.6,35.05,35.35,35.3,34.96,286,29,127701131,4464980225,223661
18/02/2020,EQ,37.35,37.5,33.65,37.15,34.8,35.05,34.75,286,29,229070225,7960859165,345039
17/02/2020,EQ,39.5,40.1,36.6,38.9,37.35,37.15,37.67,286,29,116075992,4372752776,202087
