Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
11/09/2019,EQ,3342.8,3359,3316.25,3342.8,3316.25,3317.85,3332.15,3500,2669.2,654,2179227.15,149
09/09/2019,EQ,3357.6,3390,3337.2,3357.6,3345,3342.8,3362.35,3500,2669.2,1561,5248633.45,170
06/09/2019,EQ,3362,3406.5,3351.3,3440.9,3351.3,3357.6,3374.01,3500,2632,1672,5641343.3,183
05/09/2019,EQ,3446,3469.5,3434.25,3446.05,3440,3440.9,3448.79,3500,2632,493,1700253.2,101
04/09/2019,EQ,3498,3498,3435,3429.6,3457,3446.05,3448.03,3500,2632,808,2786011.9,132
03/09/2019,EQ,3400,3454,3390.1,3389.25,3429.95,3429.6,3426.88,3500,2632,1937,6637862.05,182
30/08/2019,EQ,3432.5,3432.5,3375,3434.1,3385,3389.25,3397.74,3500,2629,3511,11929472.85,231
29/08/2019,EQ,3448,3450,3402.1,3409.45,3450,3434.1,3424.7,3500,2629,444,1520564.85,104
28/08/2019,EQ,3400.05,3412,3387,3379.6,3404.15,3409.45,3401.03,3500,2629,373,1268583.3,115
27/08/2019,EQ,3375,3500,3365,3443.85,3390,3379.6,3392.2,3500,2629,3306,11214598.15,297
26/08/2019,EQ,3350,3465,3332,3285.65,3435,3443.85,3424.99,3465,2629,2175,7449344.8,282
23/08/2019,EQ,3316,3324.05,3273,3291.05,3282,3285.65,3290.79,3400,2600,541,1780315.95,101
22/08/2019,EQ,3308,3325,3278,3276.9,3300,3291.05,3294.39,3400,2600,452,1489064.15,93
21/08/2019,EQ,3290,3312.9,3270,3280.9,3279.9,3276.9,3284.38,3400,2600,800,2627503.7,66
20/08/2019,EQ,3300,3300,3251,3263.65,3281,3280.9,3273.77,3400,2600,146,477969.95,38
19/08/2019,EQ,3267,3297.95,3250,3267.1,3256.1,3263.65,3272.99,3400,2600,1123,3675566.1,131
16/08/2019,EQ,3300,3320,3257,3281.1,3265.2,3267.1,3282.02,3400,2591,302,991170.2,102
